sample_id,cycle,purity,recovery,productivity,energy_proxy,q_avg,q_final_avg,outlet_ads_final,outlet_dep_final,outlet_des_avg,outlet_rep_final,P_ads,P_des,t_ads,t_des,t_purge,u,qmax,b,k_LDF,L,eps,t_repress
1,1,0.04868682165417923,0.9999999998571304,0.030987231578141365,8.228700810876413,0.13253533139437795,0.13253533139437795,1.4391213442561216e-22,2.8466916737037305e-16,0.04868682165417923,0.012284257320964533,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,2,0.07474472830258712,0.9410797478413446,0.04757315961818335,8.228700810876413,0.14004216578733003,0.14004216578733003,0.009427403921499981,0.013306390134541959,0.07474472830258712,0.014566853232634404,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,3,0.07560822468088854,0.9324337733690939,0.04812264735790632,8.228700810876413,0.14004234897830517,0.14004234897830517,0.010896469532107997,0.015196961993540136,0.07560822468088854,0.014566988353349348,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,4,0.07560823212193855,0.9324333916743723,0.04812265209084202,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600922793,0.015196996144860898,0.07560823212193855,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,5,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,6,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,7,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,8,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,9,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
1,10,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0
